City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Antofagasta,CL,2022-05-25 20:48:01,-23.65,-70.4,60.08,74,27,7.2
274,Broken Hill,AU,2022-05-25 20:51:41,-31.95,141.4333,56.89,77,90,4.97
275,Champerico,GT,2022-05-25 20:51:42,14.3,-91.9167,84.74,72,88,17.0
276,Omboue,GA,2022-05-25 20:51:42,-1.5746,9.2618,75.16,86,56,8.05
277,Sur,OM,2022-05-25 20:51:43,22.5667,59.5289,90.64,41,0,13.44
278,Tasiilaq,GL,2022-05-25 20:51:43,65.6145,-37.6368,36.46,86,100,1.52
279,Vardo,NO,2022-05-25 20:48:52,70.3705,31.1107,39.18,87,20,12.66
280,Ponta Delgada,PT,2022-05-25 20:51:44,37.7333,-25.6667,63.32,63,75,8.05
281,Koslan,RU,2022-05-25 20:51:44,63.4564,48.8989,45.91,97,100,4.14
282,Xinzhou,CN,2022-05-25 20:51:45,38.4092,112.7333,60.08,37,44,1.99
283,Provideniya,RU,2022-05-25 20:51:45,64.3833,-173.3,32.11,93,100,2.24
284,Pacific Grove,US,2022-05-25 20:51:45,36.6177,-121.9166,78.42,66,0,15.99
285,Emmett,US,2022-05-25 20:51:46,43.8735,-116.4993,83.37,26,19,1.99
286,Vao,NC,2022-05-25 20:51:46,-22.6667,167.4833,74.46,75,3,5.28
287,Mukhen,RU,2022-05-25 20:51:47,48.1,136.1,54.86,88,100,1.23
288,Cabo San Lucas,MX,2022-05-25 20:51:47,22.8909,-109.9124,84.61,66,8,11.56
289,Matagami,CA,2022-05-25 20:51:48,49.7502,-77.6328,66.31,42,0,2.3
290,Gusau,NG,2022-05-25 20:51:48,12.1628,6.6614,89.31,28,14,5.44
291,Ko Samui,TH,2022-05-25 20:51:48,9.5357,99.9357,82.78,78,100,16.71
292,Trincomalee,LK,2022-05-25 20:51:49,8.5711,81.2335,81.27,76,87,19.17
293,Cayenne,GF,2022-05-25 20:51:49,4.9333,-52.3333,84.24,23,0,12.66
294,Barra Do Garcas,BR,2022-05-25 20:51:50,-15.89,-52.2567,90.18,35,20,4.61
295,Rocha,UY,2022-05-25 20:51:50,-34.4833,-54.3333,52.29,93,100,16.75
296,Miyako,JP,2022-05-25 20:51:50,39.6367,141.9525,62.31,75,3,6.76
297,Sorab,IN,2022-05-25 20:51:51,14.3833,75.1,72.88,94,100,7.18
298,Toora-Khem,RU,2022-05-25 20:51:51,52.4675,96.11,57.07,67,100,3.42
299,Cabra,ES,2022-05-25 20:51:52,37.4725,-4.4421,57.18,34,19,5.82
300,Kaeo,NZ,2022-05-25 20:51:52,-35.1,173.7833,52.32,95,100,3.44
301,Adrar,MR,2022-05-25 20:51:52,20.5022,-10.0711,92.01,11,4,7.45
302,Marawi,PH,2022-05-25 20:51:53,7.9986,124.2928,68.27,95,87,2.48
303,Ormara,PK,2022-05-25 20:51:53,25.2088,64.6357,81.54,89,5,9.55
304,Asfi,MA,2022-05-25 20:47:21,32.2994,-9.2372,65.21,77,44,20.02
305,Yulara,AU,2022-05-25 20:51:54,-25.2406,130.9889,55.0,68,2,6.55
306,Necochea,AR,2022-05-25 20:51:54,-38.5473,-58.7368,48.58,57,31,12.55
307,Ritchie,ZA,2022-05-25 20:51:55,-29.038,24.6028,49.21,43,0,6.51
308,Leshukonskoye,RU,2022-05-25 20:51:55,64.8989,45.7622,44.83,92,100,8.55
309,Esperance,AU,2022-05-25 20:51:55,-33.8667,121.9,57.4,83,100,8.16
310,Henties Bay,NA,2022-05-25 20:51:56,-22.116,14.2845,59.07,82,0,7.94
311,Sol-Iletsk,RU,2022-05-25 20:51:57,51.1631,54.9918,48.11,89,29,9.82
312,Chimbote,PE,2022-05-25 20:49:32,-9.0853,-78.5783,66.69,79,25,11.05
313,Port Blair,IN,2022-05-25 20:51:57,11.6667,92.75,82.44,89,75,8.05
314,Souillac,MU,2022-05-25 20:51:58,-20.5167,57.5167,70.18,88,40,5.75
315,Huilong,CN,2022-05-25 20:51:58,31.8111,121.655,68.94,77,100,5.44
316,Houma,US,2022-05-25 20:49:02,29.5958,-90.7195,69.8,94,100,8.05
317,Palaikastron,GR,2022-05-25 20:51:59,35.2,26.25,71.8,59,0,5.99
318,Fortuna,US,2022-05-25 20:51:59,40.5982,-124.1573,69.93,67,0,17.27
319,Seoul,KR,2022-05-25 20:52:00,37.5683,126.9778,56.64,90,20,2.3
320,Kamina,CD,2022-05-25 20:53:00,-8.7386,24.9906,63.73,57,11,1.74
321,Santiago Del Estero,AR,2022-05-25 20:53:01,-27.7951,-64.2615,77.97,48,39,12.97
322,Aktau,KZ,2022-05-25 20:53:01,43.65,51.2,55.98,62,100,9.84
323,Bandarbeyla,SO,2022-05-25 20:53:02,9.4942,50.8122,79.95,86,44,19.8
324,Rajapur,IN,2022-05-25 20:53:02,25.3833,81.15,87.51,33,0,5.06
325,Havelock,US,2022-05-25 20:53:03,34.8791,-76.9013,73.38,78,100,13.8
326,Palana,RU,2022-05-25 20:53:03,59.1167,159.9667,40.17,80,100,2.1
327,Laurel,US,2022-05-25 20:53:03,39.0993,-76.8483,71.94,52,100,10.36
328,Coquimbo,CL,2022-05-25 20:53:04,-29.9533,-71.3436,60.53,82,0,14.97
329,San Luis,AR,2022-05-25 20:51:27,-33.295,-66.3356,43.68,75,70,23.71
330,Cheyenne,US,2022-05-25 20:51:59,41.14,-104.8203,64.24,27,0,21.99
331,Taltal,CL,2022-05-25 20:53:05,-25.4,-70.4833,64.9,64,50,1.32
332,Torbay,CA,2022-05-25 20:53:05,47.6666,-52.7314,47.75,53,40,10.36
333,Luderitz,NA,2022-05-25 20:53:05,-26.6481,15.1594,57.63,81,6,6.4
334,Pangody,RU,2022-05-25 20:53:06,65.85,74.4859,43.39,61,95,9.8
335,Naples,IT,2022-05-25 20:53:06,40.8333,14.25,77.85,56,0,4.61
336,Tibati,CM,2022-05-25 20:53:07,6.4667,12.6333,67.77,94,51,4.81
337,Paamiut,GL,2022-05-25 20:53:07,61.994,-49.6678,31.82,56,15,6.51
338,Moerai,PF,2022-05-25 20:53:08,-22.4333,-151.3333,76.66,64,17,1.59
339,Matale,LK,2022-05-25 20:53:08,7.4721,80.6234,71.74,92,95,3.71
340,Moose Factory,CA,2022-05-25 20:53:09,51.2585,-80.6094,48.2,71,0,12.66
341,Matara,LK,2022-05-25 20:53:09,5.9485,80.5353,77.79,90,100,7.34
342,Tilichiki,RU,2022-05-25 20:53:10,60.4667,166.1,37.38,82,100,4.92
343,Kisangani,CD,2022-05-25 20:53:10,0.5167,25.2,70.72,93,90,1.14
344,Cherskiy,RU,2022-05-25 20:53:10,68.75,161.3,39.94,74,62,13.69
345,Ilulissat,GL,2022-05-25 20:53:11,69.2167,-51.1,35.01,61,100,4.83
346,Solothurn,CH,2022-05-25 20:53:11,47.2079,7.5371,62.42,51,96,3.44
347,Adolfo Lopez Mateos,MX,2022-05-25 20:53:12,28.4667,-107.3,80.92,9,0,9.22
348,Luanda,AO,2022-05-25 20:50:05,-8.8368,13.2343,73.4,83,40,8.05
349,Lodwar,KE,2022-05-25 20:53:12,3.1191,35.5973,84.27,51,88,6.91
350,Kozhevnikovo,RU,2022-05-25 20:53:13,56.2589,83.9714,58.24,74,0,9.1
351,Wladyslawowo,PL,2022-05-25 20:53:13,54.7909,18.4009,55.94,89,38,8.1
352,Rock Sound,BS,2022-05-25 20:53:13,24.9,-76.2,78.71,73,49,16.31
353,Zhireken,RU,2022-05-25 20:53:14,52.8249,117.3076,50.81,42,9,1.63
354,Ayios Vasilios,GR,2022-05-25 20:53:14,37.8,22.8,70.83,64,2,2.28
355,Vila Velha,BR,2022-05-25 20:53:15,-20.3297,-40.2925,78.75,77,20,5.75
356,Kieta,PG,2022-05-25 20:53:15,-6.2167,155.6333,80.28,78,96,2.91
357,Grindavik,IS,2022-05-25 20:53:16,63.8424,-22.4338,48.15,76,40,6.91
358,Quang Ngai,VN,2022-05-25 20:53:16,15.1167,108.8,77.99,88,98,3.78
359,Rawson,AR,2022-05-25 20:53:17,-43.3002,-65.1023,47.32,28,0,12.73
360,Puerto Varas,CL,2022-05-25 20:48:25,-41.3195,-72.9854,44.82,76,20,8.05
361,Thinadhoo,MV,2022-05-25 20:53:17,0.5333,72.9333,82.81,71,78,4.63
362,Kenai,US,2022-05-25 20:52:29,60.5544,-151.2583,57.02,82,75,8.05
363,Teknaf,BD,2022-05-25 20:53:18,20.8624,92.3058,79.79,86,14,1.39
364,Kambove,CD,2022-05-25 20:53:18,-10.8764,26.5969,57.02,52,38,3.69
365,Pangkalanbuun,ID,2022-05-25 20:53:19,-2.6833,111.6167,74.57,97,100,0.92
366,Anzio,IT,2022-05-25 20:54:19,41.4853,12.6179,75.9,67,8,4.94
367,Saint Anthony,US,2022-05-25 20:54:20,45.0205,-93.218,52.93,91,100,8.05
368,Halifax,CA,2022-05-25 20:53:17,44.6453,-63.5724,67.89,44,75,16.11
369,Novyy Urengoy,RU,2022-05-25 20:54:20,66.0833,76.6333,40.06,72,11,7.49
370,Pueblo Bello,CO,2022-05-25 20:54:21,8.2041,-76.526,81.63,89,100,2.26
371,Sanmenxia,CN,2022-05-25 20:54:21,34.7747,111.1814,65.75,33,100,6.35
372,Corowa,AU,2022-05-25 20:54:22,-36.0333,146.3833,54.41,86,97,6.51
373,San Rafael,AR,2022-05-25 20:54:22,-34.6177,-68.3301,43.75,78,100,9.42
374,Abha,SA,2022-05-25 20:54:22,18.2164,42.5053,71.42,60,40,0.0
375,Goias,BR,2022-05-25 20:54:23,-15.5807,-49.6362,74.26,33,10,4.83
376,Bouna,CI,2022-05-25 20:54:23,9.2667,-3.0,77.07,73,97,6.04
377,Baykit,RU,2022-05-25 20:54:24,61.67,96.37,44.87,95,91,4.47
378,Odweyne,SO,2022-05-25 20:54:24,9.4092,45.064,79.02,50,100,13.44
379,Centenario Do Sul,BR,2022-05-25 20:54:24,-22.8211,-51.5953,69.58,53,5,8.25
380,Santa Maria,BR,2022-05-25 20:54:25,-29.6842,-53.8069,70.9,68,0,3.44
381,Virginia Beach,US,2022-05-25 20:53:29,36.8529,-75.978,62.65,93,100,12.66
382,Bako,ET,2022-05-25 20:54:26,5.7833,36.5667,62.49,94,100,2.59
383,Lonar,IN,2022-05-25 20:54:26,19.9833,76.5333,86.94,43,8,15.03
384,Lagoa,PT,2022-05-25 20:54:26,39.05,-27.9833,61.36,78,0,12.44
385,Oktyabrskoye,RU,2022-05-25 20:54:27,43.0645,44.7417,50.14,93,75,4.47
386,Porto Nacional,BR,2022-05-25 20:54:27,-10.7081,-48.4172,89.6,46,6,1.7
387,Zyryanka,RU,2022-05-25 20:54:28,65.75,150.85,52.97,55,85,12.8
388,Olga,RU,2022-05-25 20:54:28,43.7444,135.2892,49.32,91,100,7.96
389,Prince Rupert,CA,2022-05-25 20:54:29,54.3161,-130.3201,51.49,83,100,4.61
390,Dolores,AR,2022-05-25 20:54:29,-36.3132,-57.6792,47.01,81,90,2.06
391,Emba,KZ,2022-05-25 20:54:29,48.8264,58.1442,53.89,59,56,10.45
392,Esso,RU,2022-05-25 20:54:30,55.9333,158.7,40.93,100,100,3.44
393,Alofi,NU,2022-05-25 20:54:30,-19.0595,-169.9187,78.69,83,40,8.05
394,Muravlenko,RU,2022-05-25 20:54:31,63.7898,74.523,51.12,52,95,15.61
395,Venado Tuerto,AR,2022-05-25 20:54:31,-33.7456,-61.9688,52.77,58,100,9.75
396,Tiznit,MA,2022-05-25 20:54:32,29.5833,-9.5,66.58,62,100,1.72
397,Shelburne,CA,2022-05-25 20:54:32,44.0787,-80.2041,66.65,66,100,9.48
398,Saint-Pierre,RE,2022-05-25 20:54:33,-21.3393,55.4781,69.91,78,0,5.75
399,Homburg,DE,2022-05-25 20:54:33,49.3167,7.3333,61.81,55,0,9.22
400,Mnogovershinnyy,RU,2022-05-25 20:54:33,53.9353,139.9242,47.89,71,72,2.24
401,Lima,PE,2022-05-25 20:51:24,-12.0432,-77.0282,61.05,77,100,5.75
402,Carrollton,US,2022-05-25 20:53:16,32.9537,-96.8903,72.25,56,86,7.0
403,Hun,LY,2022-05-25 20:54:34,29.1268,15.9477,90.55,9,1,21.41
404,Biak,ID,2022-05-25 20:54:35,-0.9131,122.8766,77.0,87,95,6.8
405,Cedar City,US,2022-05-25 20:51:30,37.6775,-113.0619,78.4,15,0,8.05
406,Bougouni,ML,2022-05-25 20:54:35,11.417,-7.479,79.02,66,54,2.95
407,Markova,UA,2022-05-25 20:54:36,48.6758,24.4138,55.62,96,72,8.93
408,Serov,RU,2022-05-25 20:54:36,59.6033,60.5787,53.28,99,100,5.08
409,Imbituba,BR,2022-05-25 20:54:37,-28.24,-48.6703,71.85,88,0,5.01
410,Kibakwe,TZ,2022-05-25 20:54:37,-6.7167,36.3667,63.39,86,96,3.78
411,Acapulco,MX,2022-05-25 20:50:23,16.8634,-99.8901,86.45,66,59,11.5
412,Vallenar,CL,2022-05-25 20:54:38,-28.5708,-70.7581,75.9,30,16,5.12
413,Gap,FR,2022-05-25 20:55:38,44.6667,6.0,43.83,79,58,6.22
414,Kiama,AU,2022-05-25 20:55:39,-34.6833,150.8667,52.45,94,100,3.96
415,Zhanakorgan,KZ,2022-05-25 20:55:39,43.9098,67.2495,76.24,35,0,12.35
416,Ca Mau,VN,2022-05-25 20:53:49,9.1769,105.15,81.36,79,100,9.69
417,Safranbolu,TR,2022-05-25 20:55:40,41.2508,32.6942,52.11,79,0,0.51
418,Vestmannaeyjar,IS,2022-05-25 20:55:40,63.4427,-20.2734,45.82,70,34,3.49
419,Nyuksenitsa,RU,2022-05-25 20:55:40,60.4128,44.2397,37.33,99,100,2.73
420,Clyde River,CA,2022-05-25 20:55:41,70.4692,-68.5914,19.63,93,75,21.85
421,Bundaberg,AU,2022-05-25 20:55:41,-24.85,152.35,62.22,99,61,3.0
422,Syasstroy,RU,2022-05-25 20:55:42,60.1367,32.5691,41.4,86,100,5.55
423,Mirnyy,RU,2022-05-25 20:55:42,62.5353,113.9611,33.24,74,100,1.99
424,Oberstdorf,DE,2022-05-25 20:53:04,47.4,10.2833,53.55,86,77,3.0
425,Sao Miguel Do Araguaia,BR,2022-05-25 20:55:43,-13.275,-50.1628,79.88,39,22,4.25
426,Hofn,IS,2022-05-25 20:55:43,64.2539,-15.2082,43.7,85,97,3.44
427,Ixtapa,MX,2022-05-25 20:55:44,20.7,-105.2,92.12,36,1,8.61
428,Santa Maria Del Oro,MX,2022-05-25 20:55:44,25.9333,-105.3667,88.03,7,0,4.81
429,Constitucion,CL,2022-05-25 20:55:45,-35.3333,-72.4167,55.27,65,24,12.57
430,Sampit,ID,2022-05-25 20:55:45,-2.5333,112.95,74.39,98,100,4.34
431,Tsogni,GA,2022-05-25 20:55:45,-2.7942,10.0988,73.26,90,13,4.99
432,Kloulklubed,PW,2022-05-25 20:55:46,7.0419,134.2556,76.89,86,100,9.4
433,Katete,UG,2022-05-25 20:55:46,-0.7818,29.7544,61.75,98,100,2.93
434,Torbat-E Jam,IR,2022-05-25 20:55:47,35.244,60.6225,69.49,42,0,17.67
435,Solnechnyy,RU,2022-05-25 20:55:47,50.7214,136.6319,52.9,61,38,3.78
436,Haikou,CN,2022-05-25 20:55:48,20.0458,110.3417,77.13,94,0,2.24
437,Lechinkay,RU,2022-05-25 20:55:49,43.5647,43.4328,51.42,67,100,6.71
438,Sungaipenuh,ID,2022-05-25 20:55:49,-2.0833,101.3833,63.54,84,100,2.62
439,Port Macquarie,AU,2022-05-25 20:55:50,-31.4333,152.9167,53.89,91,93,4.72
440,Siilinjarvi,FI,2022-05-25 20:55:50,63.0833,27.6667,55.42,47,0,4.61
441,Borba,BR,2022-05-25 20:55:50,-4.3878,-59.5939,80.65,81,99,2.91
442,Rexburg,US,2022-05-25 20:55:51,43.826,-111.7897,71.42,34,39,11.92
443,Dalby,AU,2022-05-25 20:55:51,-27.1833,151.2667,50.99,98,82,8.59
444,Dumbravita,RO,2022-05-25 20:55:52,45.7667,25.4333,62.1,100,14,5.06
445,Makaha,US,2022-05-25 20:55:52,21.4694,-158.2175,82.06,57,0,11.5
446,Challapata,BO,2022-05-25 20:55:53,-18.9,-66.7667,50.61,15,90,4.29
447,Marsh Harbour,BS,2022-05-25 20:55:53,26.5412,-77.0636,78.89,69,56,15.57
448,Sharjah,AE,2022-05-25 20:55:54,25.3573,55.4033,88.09,45,0,9.22
449,Puerto Escondido,MX,2022-05-25 20:55:54,15.85,-97.0667,85.86,70,100,7.7
450,Yar-Sale,RU,2022-05-25 20:55:55,66.8333,70.8333,35.47,78,84,11.03
451,Cap-Chat,CA,2022-05-25 20:55:55,49.1001,-66.6821,53.6,66,78,13.8
452,Avera,US,2022-05-25 20:55:55,33.194,-82.5271,85.55,58,96,10.87
453,Charters Towers,AU,2022-05-25 20:55:56,-20.1,146.2667,63.72,89,23,3.89
454,Siniscola,IT,2022-05-25 20:55:56,40.5719,9.6922,67.55,92,88,4.81
455,Xapuri,BR,2022-05-25 20:56:57,-10.6517,-68.5044,86.41,60,88,1.54
456,Grinnell,US,2022-05-25 20:56:57,41.743,-92.7224,62.58,95,100,8.01
457,Hellvik,NO,2022-05-25 20:56:58,59.9156,5.781,52.77,83,100,5.99
458,Koutiala,ML,2022-05-25 20:56:58,12.3917,-5.4642,76.46,72,100,12.39
459,Iqaluit,CA,2022-05-25 20:56:59,63.7506,-68.5145,17.33,67,75,31.07
460,Bac Lieu,VN,2022-05-25 20:56:59,9.285,105.7244,81.5,80,100,12.03
461,Mayumba,GA,2022-05-25 20:56:59,-3.432,10.6554,74.23,90,19,5.68
462,Melo,UY,2022-05-25 20:57:00,-32.3667,-54.1833,60.33,98,100,8.19
463,Pangnirtung,CA,2022-05-25 20:57:00,66.1451,-65.7125,26.6,74,75,16.11
464,Zaysan,KZ,2022-05-25 20:57:01,47.4667,84.8667,66.63,60,68,5.73
465,La Ronge,CA,2022-05-25 20:56:41,55.1001,-105.2842,57.45,41,75,11.5
466,Madimba,TZ,2022-05-25 20:57:01,-10.4,40.3333,74.64,87,3,7.31
467,Pevek,RU,2022-05-25 20:55:31,69.7008,170.3133,32.41,92,31,9.98
468,Liberty,US,2022-05-25 20:57:02,31.8335,-81.5004,88.05,70,45,8.99
469,Timbiqui,CO,2022-05-25 20:57:02,2.7717,-77.6654,78.49,86,96,5.88
470,Mitsamiouli,KM,2022-05-25 20:57:03,-11.3847,43.2844,79.83,72,33,6.58
471,Kota Kinabalu,MY,2022-05-25 20:57:03,5.9749,116.0724,78.78,83,20,5.01
472,Chuy,UY,2022-05-25 20:57:04,-33.6971,-53.4616,59.54,98,100,6.53
473,Christchurch,NZ,2022-05-25 20:53:32,-43.5333,172.6333,44.94,88,100,4.61
474,Novobirilyussy,RU,2022-05-25 20:57:04,56.9514,90.6661,51.17,85,1,6.4
475,Sao Filipe,CV,2022-05-25 20:57:05,14.8961,-24.4956,71.78,77,0,11.45
476,Cabot,US,2022-05-25 20:57:05,34.9745,-92.0165,81.09,60,86,12.59
477,Karratha,AU,2022-05-25 20:57:05,-20.7377,116.8463,74.05,59,8,5.64
478,Santiago,CL,2022-05-25 20:52:18,-33.4569,-70.6483,70.99,42,0,10.36
479,Menongue,AO,2022-05-25 20:57:06,-14.6585,17.691,52.3,48,0,3.15
480,Vammala,FI,2022-05-25 20:57:06,61.3333,22.9,59.7,97,100,4.07
481,Alto Araguaia,BR,2022-05-25 20:57:07,-17.3147,-53.2153,72.86,52,20,3.56
482,Dolinsk,RU,2022-05-25 20:57:07,47.35,142.8,45.41,92,100,3.51
483,Tenkodogo,BF,2022-05-25 20:57:08,11.78,-0.3697,91.13,39,22,8.37
484,Kerema,PG,2022-05-25 20:57:08,-7.9631,145.7785,77.09,87,73,2.93
485,Fort Nelson,CA,2022-05-25 20:57:09,58.8053,-122.7002,53.19,71,75,6.91
486,Shubarkuduk,KZ,2022-05-25 20:57:09,49.1447,56.4872,53.94,57,98,8.34
487,Senanga,ZM,2022-05-25 20:57:09,-16.1167,23.2667,57.52,38,0,4.52
488,Shushtar,IR,2022-05-25 20:57:10,32.0455,48.8567,89.53,18,0,3.56
489,Concarneau,FR,2022-05-25 20:57:10,47.875,-3.9225,59.83,79,99,9.69
490,Waipawa,NZ,2022-05-25 20:57:11,-41.4122,175.5153,45.09,75,99,9.95
491,Tabou,CI,2022-05-25 20:57:11,4.423,-7.3528,78.31,82,65,6.58
492,Laplace,US,2022-05-25 20:57:11,30.0666,-90.4801,73.38,94,100,16.11
493,Athni,IN,2022-05-25 20:57:12,16.7333,75.0667,77.92,68,93,15.46
494,Sawakin,SD,2022-05-25 20:57:12,19.1059,37.3321,84.67,36,3,7.27
495,Monrovia,LR,2022-05-25 20:56:41,6.3005,-10.7969,74.91,88,100,2.51
496,San Jose,US,2022-05-25 20:54:03,37.3394,-121.895,101.48,28,75,13.8
497,Iranshahr,IR,2022-05-25 20:57:13,27.2025,60.6848,97.14,12,0,4.61
498,Erzin,TR,2022-05-25 20:57:14,36.9559,36.2,66.49,63,0,3.22
499,Yamethin,MM,2022-05-25 20:57:14,20.4333,96.15,75.07,88,20,5.57
500,Coruripe,BR,2022-05-25 20:57:15,-10.1256,-36.1756,76.19,87,100,14.45
501,Sobolevo,RU,2022-05-25 20:57:15,54.4299,31.8996,52.56,80,99,5.79
502,Meulaboh,ID,2022-05-25 20:57:16,4.1363,96.1285,76.68,86,93,4.25
503,Kibala,TD,2022-05-25 20:58:16,9.1104,18.3463,87.75,58,20,0.0
504,Port-Gentil,GA,2022-05-25 20:58:16,-0.7193,8.7815,76.96,83,20,10.36
505,Russkiy Kameshkir,RU,2022-05-25 20:58:17,52.8589,46.0892,37.72,81,28,5.23
506,Ancud,CL,2022-05-25 20:58:18,-41.8697,-73.8203,43.97,65,4,3.2
507,Roald,NO,2022-05-25 20:58:18,62.5833,6.1333,54.52,81,75,9.22
508,Alyangula,AU,2022-05-25 20:58:18,-13.8483,136.4192,74.41,77,14,6.98
509,Naushki,RU,2022-05-25 20:58:19,50.3828,106.1056,56.84,42,100,3.91
510,Lixourion,GR,2022-05-25 20:58:19,38.2019,20.4314,70.65,57,6,1.57
511,San Quintin,MX,2022-05-25 20:58:20,30.4833,-115.95,68.43,59,0,9.22
512,Longyearbyen,SJ,2022-05-25 20:58:20,78.2186,15.6401,40.84,81,75,5.75
513,Kangaatsiaq,GL,2022-05-25 20:58:20,68.3065,-53.4641,33.64,69,100,10.02
514,Sao Gabriel Da Cachoeira,BR,2022-05-25 20:58:21,-0.1303,-67.0892,83.5,71,99,3.18
515,Kautokeino,NO,2022-05-25 20:58:21,69.0125,23.0412,52.88,59,91,10.33
516,Yamada,JP,2022-05-25 20:58:22,39.4667,141.95,62.29,80,4,8.01
517,Graulhet,FR,2022-05-25 20:58:22,43.7669,1.9894,63.34,80,2,5.35
518,Palafrugell,ES,2022-05-25 20:58:23,41.9174,3.1631,68.43,31,100,11.01
519,Bilma,NE,2022-05-25 20:58:23,18.6853,12.9164,91.9,9,0,6.49
520,Najran,SA,2022-05-25 20:58:24,17.4924,44.1277,81.25,18,4,2.1
521,Lapua,FI,2022-05-25 20:58:24,62.9693,23.0088,59.34,85,99,3.94
522,Den Helder,NL,2022-05-25 20:58:24,52.9599,4.7593,57.97,89,75,20.71
523,Gua Musang,MY,2022-05-25 20:58:25,4.8823,101.9644,72.37,96,98,1.57
524,Ustka,PL,2022-05-25 20:58:25,54.5805,16.8619,50.72,88,93,7.38
525,Uvinza,TZ,2022-05-25 20:58:26,-5.1036,30.3911,67.68,85,100,2.98
526,Quelimane,MZ,2022-05-25 20:55:09,-17.8786,36.8883,71.55,73,0,0.0
527,Nemuro,JP,2022-05-25 20:58:26,43.3236,145.575,47.03,96,74,9.48
528,Pozo Colorado,PY,2022-05-25 20:58:27,-23.4923,-58.7972,79.68,50,67,3.78
529,Namatanai,PG,2022-05-25 20:58:27,-3.6667,152.4333,79.59,78,100,4.68
530,Kununurra,AU,2022-05-25 20:58:28,-15.7667,128.7333,64.38,88,74,0.0
531,Boguchany,RU,2022-05-25 20:58:28,58.3814,97.4531,48.97,94,2,6.4
532,Limbang,MY,2022-05-25 20:58:29,4.75,115.0,78.06,98,99,2.71
533,Broome,US,2022-05-25 20:58:29,42.2506,-75.833,77.18,51,97,4.0
534,Kuminskiy,RU,2022-05-25 20:58:30,58.6667,66.5667,66.52,60,92,11.27
535,Svetlogorsk,BY,2022-05-25 20:58:30,52.6333,29.7333,54.03,72,95,7.27
536,Mayor Pablo Lagerenza,PY,2022-05-25 20:58:30,-19.9309,-60.7718,89.15,35,78,8.05
537,Takoradi,GH,2022-05-25 20:58:31,4.8845,-1.7554,78.87,82,100,6.17
538,Loubomo,CG,2022-05-25 20:58:31,-4.1997,12.6739,69.89,95,36,4.07
539,Champaign,US,2022-05-25 20:58:32,40.1334,-88.2001,80.6,57,100,25.32
540,Fairbanks,US,2022-05-25 20:58:29,64.8378,-147.7164,64.49,39,100,5.01
541,Korem,ET,2022-05-25 20:58:32,12.5058,39.5228,60.93,36,12,4.03
542,West Wendover,US,2022-05-25 20:58:33,40.7391,-114.0733,76.59,18,7,7.76
543,Axim,GH,2022-05-25 20:58:33,4.8699,-2.2405,78.93,80,98,5.59
544,Luena,AO,2022-05-25 20:58:34,-11.7833,19.9167,54.25,42,0,3.83
545,Antsohihy,MG,2022-05-25 20:58:34,-14.8796,47.9875,73.6,87,75,1.03
